iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
349,1789628138.0684166,client_mr,READ_PRIMARY,primary,failure,mongo1,349,349,348,majority,majority,True,failure,0.23,True,False,
349,1789628138.068626,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,349,349,349,majority,majority,True,failure,0.21,True,False,
350,1789628138.069615,client_mr,READ_PRIMARY,primary,failure,mongo1,350,350,349,majority,majority,True,failure,0.21,True,False,
350,1789628138.0698664,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,350,350,350,majority,majority,True,failure,0.25,True,False,
351,1789628138.0707717,client_mr,READ_PRIMARY,primary,failure,mongo1,351,351,350,majority,majority,True,failure,0.18,True,False,
351,1789628138.0710137,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,351,351,351,majority,majority,True,failure,0.24,True,False,
352,1789628138.07186,client_mr,READ_PRIMARY,primary,failure,mongo1,352,352,351,majority,majority,True,failure,0.16,True,False,
352,1789628138.07211,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,352,352,352,majority,majority,True,failure,0.25,True,False,
353,1789628138.0731957,client_mr,READ_PRIMARY,primary,failure,mongo1,353,353,352,majority,majority,True,failure,0.17,True,False,
353,1789628138.0733948,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,353,353,353,majority,majority,True,failure,0.2,True,False,
354,1789628138.0742972,client_mr,READ_PRIMARY,primary,failure,mongo1,354,354,353,majority,majority,True,failure,0.17,True,False,
354,1789628138.0745332,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,354,354,354,majority,majority,True,failure,0.23,True,False,
355,1789628138.0754073,client_mr,READ_PRIMARY,primary,failure,mongo1,355,355,354,majority,majority,True,failure,0.2,True,False,
355,1789628138.075625,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,355,355,355,majority,majority,True,failure,0.22,True,False,
356,1789628138.0766351,client_mr,READ_PRIMARY,primary,failure,mongo1,356,356,355,majority,majority,True,failure,0.2,True,False,
356,1789628138.0768976,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,356,356,356,majority,majority,True,failure,0.26,True,False,
357,1789628138.0779426,client_mr,READ_PRIMARY,primary,failure,mongo1,357,357,356,majority,majority,True,failure,0.19,True,False,
357,1789628138.0781853,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,357,357,357,majority,majority,True,failure,0.24,True,False,
358,1789628138.079167,client_mr,READ_PRIMARY,primary,failure,mongo1,358,358,357,majority,majority,True,failure,0.16,True,False,
358,1789628138.0794058,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,358,358,358,majority,majority,True,failure,0.24,True,False,
359,1789628138.080659,client_mr,READ_PRIMARY,primary,failure,mongo1,359,359,358,majority,majority,True,failure,0.21,True,False,
359,1789628138.0808735,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,359,359,359,majority,majority,True,failure,0.21,True,False,
360,1789628138.0817604,client_mr,READ_PRIMARY,primary,failure,mongo1,360,360,359,majority,majority,True,failure,0.16,True,False,
360,1789628138.081965,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,360,360,360,majority,majority,True,failure,0.2,True,False,
361,1789628138.0830388,client_mr,READ_PRIMARY,primary,failure,mongo1,361,361,360,majority,majority,True,failure,0.16,True,False,
361,1789628138.0832498,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,361,361,361,majority,majority,True,failure,0.21,True,False,
362,1789628138.0841956,client_mr,READ_PRIMARY,primary,failure,mongo1,362,362,361,majority,majority,True,failure,0.2,True,False,
362,1789628138.084433,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,362,362,362,majority,majority,True,failure,0.24,True,False,
363,1789628138.085314,client_mr,READ_PRIMARY,primary,failure,mongo1,363,363,362,majority,majority,True,failure,0.18,True,False,
363,1789628138.0855353,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,363,363,363,majority,majority,True,failure,0.22,True,False,
364,1789628138.086432,client_mr,READ_PRIMARY,primary,failure,mongo1,364,364,363,majority,majority,True,failure,0.19,True,False,
364,1789628138.0866754,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,364,364,364,majority,majority,True,failure,0.24,True,False,
365,1789628138.0874891,client_mr,READ_PRIMARY,primary,failure,mongo1,365,365,364,majority,majority,True,failure,0.15,True,False,
365,1789628138.0877197,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,365,365,365,majority,majority,True,failure,0.23,True,False,
366,1789628138.0885272,client_mr,READ_PRIMARY,primary,failure,mongo1,366,366,365,majority,majority,True,failure,0.17,True,False,
366,1789628138.0887632,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,366,366,366,majority,majority,True,failure,0.23,True,False,
367,1789628138.0895827,client_mr,READ_PRIMARY,primary,failure,mongo1,367,367,366,majority,majority,True,failure,0.15,True,False,
367,1789628138.0897703,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,367,367,367,majority,majority,True,failure,0.19,True,False,
368,1789628138.0906522,client_mr,READ_PRIMARY,primary,failure,mongo1,368,368,367,majority,majority,True,failure,0.15,True,False,
368,1789628138.0908985,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,368,368,368,majority,majority,True,failure,0.25,True,False,
369,1789628138.091905,client_mr,READ_PRIMARY,primary,failure,mongo1,369,369,368,majority,majority,True,failure,0.19,True,False,
369,1789628138.0921307,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,369,369,369,majority,majority,True,failure,0.22,True,False,
370,1789628138.0934887,client_mr,READ_PRIMARY,primary,failure,mongo1,370,370,369,majority,majority,True,failure,0.22,True,False,
370,1789628138.0937023,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,370,370,370,majority,majority,True,failure,0.21,True,False,
371,1789628138.094578,client_mr,READ_PRIMARY,primary,failure,mongo1,371,371,370,majority,majority,True,failure,0.2,True,False,
371,1789628138.094783,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,371,371,371,majority,majority,True,failure,0.2,True,False,
372,1789628138.0955148,client_mr,READ_PRIMARY,primary,failure,mongo1,372,372,371,majority,majority,True,failure,0.15,True,False,
372,1789628138.0957375,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,372,372,372,majority,majority,True,failure,0.22,True,False,
373,1789628138.0965722,client_mr,READ_PRIMARY,primary,failure,mongo1,373,373,372,majority,majority,True,failure,0.19,True,False,
373,1789628138.0967755,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,373,373,373,majority,majority,True,failure,0.2,True,False,
374,1789628138.097618,client_mr,READ_PRIMARY,primary,failure,mongo1,374,374,373,majority,majority,True,failure,0.18,True,False,
374,1789628138.0978189,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,374,374,374,majority,majority,True,failure,0.2,True,False,
375,1789628138.0987387,client_mr,READ_PRIMARY,primary,failure,mongo1,375,375,374,majority,majority,True,failure,0.19,True,False,
375,1789628138.0989382,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,375,375,375,majority,majority,True,failure,0.2,True,False,
376,1789628138.0997982,client_mr,READ_PRIMARY,primary,failure,mongo1,376,376,375,majority,majority,True,failure,0.19,True,False,
376,1789628138.1000264,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,376,376,376,majority,majority,True,failure,0.23,True,False,
377,1789628138.1012487,client_mr,READ_PRIMARY,primary,failure,mongo1,377,377,376,majority,majority,True,failure,0.18,True,False,
377,1789628138.1015024,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,377,377,377,majority,majority,True,failure,0.25,True,False,
378,1789628138.1024246,client_mr,READ_PRIMARY,primary,failure,mongo1,378,378,377,majority,majority,True,failure,0.2,True,False,
378,1789628138.1026294,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,378,378,378,majority,majority,True,failure,0.2,True,False,
379,1789628138.1033893,client_mr,READ_PRIMARY,primary,failure,mongo1,379,379,378,majority,majority,True,failure,0.17,True,False,
379,1789628138.1035888,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,379,379,379,majority,majority,True,failure,0.2,True,False,
380,1789628138.104846,client_mr,READ_PRIMARY,primary,failure,mongo1,380,380,379,majority,majority,True,failure,0.2,True,False,
380,1789628138.1050453,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,380,380,380,majority,majority,True,failure,0.2,True,False,
381,1789628138.105896,client_mr,READ_PRIMARY,primary,failure,mongo1,381,381,380,majority,majority,True,failure,0.15,True,False,
381,1789628138.106134,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,381,381,381,majority,majority,True,failure,0.23,True,False,
382,1789628138.1070096,client_mr,READ_PRIMARY,primary,failure,mongo1,382,382,381,majority,majority,True,failure,0.19,True,False,
382,1789628138.1072292,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,382,382,382,majority,majority,True,failure,0.22,True,False,
383,1789628138.108211,client_mr,READ_PRIMARY,primary,failure,mongo1,383,383,382,majority,majority,True,failure,0.21,True,False,
383,1789628138.1084614,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,383,383,383,majority,majority,True,failure,0.25,True,False,
384,1789628138.1093373,client_mr,READ_PRIMARY,primary,failure,mongo1,384,384,383,majority,majority,True,failure,0.16,True,False,
384,1789628138.1095865,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,384,384,384,majority,majority,True,failure,0.25,True,False,
385,1789628138.1106741,client_mr,READ_PRIMARY,primary,failure,mongo1,385,385,384,majority,majority,True,failure,0.14,True,False,
385,1789628138.1108718,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,385,385,385,majority,majority,True,failure,0.2,True,False,
386,1789628138.1117496,client_mr,READ_PRIMARY,primary,failure,mongo1,386,386,385,majority,majority,True,failure,0.19,True,False,
386,1789628138.11195,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,386,386,386,majority,majority,True,failure,0.2,True,False,
387,1789628138.112757,client_mr,READ_PRIMARY,primary,failure,mongo1,387,387,386,majority,majority,True,failure,0.18,True,False,
387,1789628138.1129708,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,387,387,387,majority,majority,True,failure,0.21,True,False,
388,1789628138.1138372,client_mr,READ_PRIMARY,primary,failure,mongo1,388,388,387,majority,majority,True,failure,0.21,True,False,
388,1789628138.114042,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,388,388,388,majority,majority,True,failure,0.2,True,False,
389,1789628138.1150038,client_mr,READ_PRIMARY,primary,failure,mongo1,389,389,388,majority,majority,True,failure,0.17,True,False,
389,1789628138.1152248,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,389,389,389,majority,majority,True,failure,0.22,True,False,
390,1789628138.1160831,client_mr,READ_PRIMARY,primary,failure,mongo1,390,390,389,majority,majority,True,failure,0.2,True,False,
390,1789628138.1162953,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,390,390,390,majority,majority,True,failure,0.21,True,False,
391,1789628138.1176,client_mr,READ_PRIMARY,primary,failure,mongo1,391,391,390,majority,majority,True,failure,0.19,True,False,
391,1789628138.1178665,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,391,391,391,majority,majority,True,failure,0.26,True,False,
392,1789628138.1187084,client_mr,READ_PRIMARY,primary,failure,mongo1,392,392,391,majority,majority,True,failure,0.19,True,False,
392,1789628138.1189175,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,392,392,392,majority,majority,True,failure,0.21,True,False,
393,1789628138.1200774,client_mr,READ_PRIMARY,primary,failure,mongo1,393,393,392,majority,majority,True,failure,0.22,True,False,
393,1789628138.1202762,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,393,393,393,majority,majority,True,failure,0.2,True,False,
394,1789628138.1212807,client_mr,READ_PRIMARY,primary,failure,mongo1,394,394,393,majority,majority,True,failure,0.18,True,False,
394,1789628138.1214833,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,394,394,394,majority,majority,True,failure,0.2,True,False,
395,1789628138.1224504,client_mr,READ_PRIMARY,primary,failure,mongo1,395,395,394,majority,majority,True,failure,0.24,True,False,
395,1789628138.122686,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,395,395,395,majority,majority,True,failure,0.23,True,False,
396,1789628138.1236916,client_mr,READ_PRIMARY,primary,failure,mongo1,396,396,395,majority,majority,True,failure,0.22,True,False,
396,1789628138.123892,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,396,396,396,majority,majority,True,failure,0.2,True,False,
397,1789628138.1249413,client_mr,READ_PRIMARY,primary,failure,mongo1,397,397,396,majority,majority,True,failure,0.22,True,False,
397,1789628138.1251566,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,397,397,397,majority,majority,True,failure,0.21,True,False,
398,1789628138.126292,client_mr,READ_PRIMARY,primary,failure,mongo1,398,398,397,majority,majority,True,failure,0.23,True,False,
398,1789628138.1265626,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,398,398,398,majority,majority,True,failure,0.27,True,False,
399,1789628138.1274657,client_mr,READ_PRIMARY,primary,failure,mongo1,399,399,398,majority,majority,True,failure,0.21,True,False,
399,1789628138.1276884,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,399,399,399,majority,majority,True,failure,0.22,True,False,
400,1789628138.1286118,client_mr,READ_PRIMARY,primary,failure,mongo1,400,400,399,majority,majority,True,failure,0.16,True,False,
400,1789628138.1288452,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,400,400,400,majority,majority,True,failure,0.23,True,False,
401,1789628138.1302025,client_mr,READ_PRIMARY,primary,failure,mongo1,401,401,400,majority,majority,True,failure,0.2,True,False,
401,1789628138.1304824,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,401,401,401,majority,majority,True,failure,0.28,True,False,
402,1789628138.1317146,client_mr,READ_PRIMARY,primary,failure,mongo1,402,402,401,majority,majority,True,failure,0.23,True,False,
402,1789628138.1319332,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,402,402,402,majority,majority,True,failure,0.22,True,False,
403,1789628138.1327538,client_mr,READ_PRIMARY,primary,failure,mongo1,403,403,402,majority,majority,True,failure,0.19,True,False,
403,1789628138.1329832,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,403,403,403,majority,majority,True,failure,0.23,True,False,
404,1789628138.133899,client_mr,READ_PRIMARY,primary,failure,mongo1,404,404,403,majority,majority,True,failure,0.21,True,False,
404,1789628138.1341448,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,404,404,404,majority,majority,True,failure,0.24,True,False,
405,1789628138.1350365,client_mr,READ_PRIMARY,primary,failure,mongo1,405,405,404,majority,majority,True,failure,0.17,True,False,
405,1789628138.1352468,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,405,405,405,majority,majority,True,failure,0.21,True,False,
406,1789628138.136029,client_mr,READ_PRIMARY,primary,failure,mongo1,406,406,405,majority,majority,True,failure,0.16,True,False,
406,1789628138.1362734,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,406,406,406,majority,majority,True,failure,0.24,True,False,
