timestamp,client_id,operation,target,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation
1789719031.0500748,client_mr,READ_PRIMARY,primary,114,114,113,majority,majority,True,normal_codexrun,0.22,True,False
1789719031.050324,client_mr,READ_SECONDARY,session_secondary,114,114,114,majority,majority,True,normal_codexrun,0.25,True,False
1789719031.0673778,client_mr,READ_PRIMARY,primary,115,115,114,majority,majority,True,normal_codexrun,0.44,True,False
1789719031.067753,client_mr,READ_SECONDARY,session_secondary,115,115,115,majority,majority,True,normal_codexrun,0.37,True,False
1789719031.077285,client_mr,READ_PRIMARY,primary,116,116,115,majority,majority,True,normal_codexrun,0.36,True,False
1789719031.077597,client_mr,READ_SECONDARY,session_secondary,116,116,116,majority,majority,True,normal_codexrun,0.31,True,False
1789719031.0901198,client_mr,READ_PRIMARY,primary,117,117,116,majority,majority,True,normal_codexrun,0.29,True,False
1789719031.0903838,client_mr,READ_SECONDARY,session_secondary,117,117,117,majority,majority,True,normal_codexrun,0.26,True,False
1789719031.102057,client_mr,READ_PRIMARY,primary,118,118,117,majority,majority,True,normal_codexrun,0.27,True,False
1789719031.1023018,client_mr,READ_SECONDARY,session_secondary,118,118,118,majority,majority,True,normal_codexrun,0.24,True,False
1789719031.118303,client_mr,READ_PRIMARY,primary,119,119,118,majority,majority,True,normal_codexrun,0.35,True,False
1789719031.118583,client_mr,READ_SECONDARY,session_secondary,119,119,119,majority,majority,True,normal_codexrun,0.28,True,False
