timestamp,iteration,client_id,operation,target,phase,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631821.324442,22,client_mr,READ_SECONDARY,session_secondary,normal,22,22,22,majority,majority,True,partition,,,,0.22,True,False,
1789631821.3256662,23,client_mr,READ_PRIMARY,primary,normal,23,23,22,majority,majority,True,partition,,,,0.24,True,False,
1789631821.326008,23,client_mr,READ_SECONDARY,session_secondary,normal,23,23,23,majority,majority,True,partition,,,,0.34,True,False,
1789631821.3270276,24,client_mr,READ_PRIMARY,primary,normal,24,24,23,majority,majority,True,partition,,,,0.28,True,False,
1789631821.3273408,24,client_mr,READ_SECONDARY,session_secondary,normal,24,24,24,majority,majority,True,partition,,,,0.31,True,False,
1789631821.3284545,25,client_mr,READ_PRIMARY,primary,normal,25,25,24,majority,majority,True,partition,,,,0.24,True,False,
1789631821.328733,25,client_mr,READ_SECONDARY,session_secondary,normal,25,25,25,majority,majority,True,partition,,,,0.28,True,False,
1789631821.3299978,26,client_mr,READ_PRIMARY,primary,normal,26,26,25,majority,majority,True,partition,,,,0.3,True,False,
1789631821.3302119,26,client_mr,READ_SECONDARY,session_secondary,normal,26,26,26,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3311799,27,client_mr,READ_PRIMARY,primary,normal,27,27,26,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3314357,27,client_mr,READ_SECONDARY,session_secondary,normal,27,27,27,majority,majority,True,partition,,,,0.25,True,False,
1789631821.3325016,28,client_mr,READ_PRIMARY,primary,normal,28,28,27,majority,majority,True,partition,,,,0.24,True,False,
1789631821.3328197,28,client_mr,READ_SECONDARY,session_secondary,normal,28,28,28,majority,majority,True,partition,,,,0.32,True,False,
1789631821.3339086,29,client_mr,READ_PRIMARY,primary,normal,29,29,28,majority,majority,True,partition,,,,0.24,True,False,
1789631821.334119,29,client_mr,READ_SECONDARY,session_secondary,normal,29,29,29,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3355074,30,client_mr,READ_PRIMARY,primary,normal,30,30,29,majority,majority,True,partition,,,,0.14,True,False,
1789631821.3357573,30,client_mr,READ_SECONDARY,session_secondary,normal,30,30,30,majority,majority,True,partition,,,,0.25,True,False,
1789631821.3367274,31,client_mr,READ_PRIMARY,primary,normal,31,31,30,majority,majority,True,partition,,,,0.21,True,False,
1789631821.3370419,31,client_mr,READ_SECONDARY,session_secondary,normal,31,31,31,majority,majority,True,partition,,,,0.31,True,False,
1789631821.3384483,32,client_mr,READ_PRIMARY,primary,normal,32,32,31,majority,majority,True,partition,,,,0.16,True,False,
1789631821.338628,32,client_mr,READ_SECONDARY,session_secondary,normal,32,32,32,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3395505,33,client_mr,READ_PRIMARY,primary,normal,33,33,32,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3397846,33,client_mr,READ_SECONDARY,session_secondary,normal,33,33,33,majority,majority,True,partition,,,,0.23,True,False,
1789631821.3407266,34,client_mr,READ_PRIMARY,primary,normal,34,34,33,majority,majority,True,partition,,,,0.2,True,False,
1789631821.3409045,34,client_mr,READ_SECONDARY,session_secondary,normal,34,34,34,majority,majority,True,partition,,,,0.18,True,False,
1789631821.341883,35,client_mr,READ_PRIMARY,primary,normal,35,35,34,majority,majority,True,partition,,,,0.27,True,False,
1789631821.3421562,35,client_mr,READ_SECONDARY,session_secondary,normal,35,35,35,majority,majority,True,partition,,,,0.27,True,False,
1789631821.3428657,36,client_mr,READ_PRIMARY,primary,normal,36,36,35,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3430433,36,client_mr,READ_SECONDARY,session_secondary,normal,36,36,36,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3441105,37,client_mr,READ_PRIMARY,primary,normal,37,37,36,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3443582,37,client_mr,READ_SECONDARY,session_secondary,normal,37,37,37,majority,majority,True,partition,,,,0.25,True,False,
