repeat,model,scenario,profile,phase,attempts,eligible,violations,errors,not_observed,coverage,violation_rate,successful_mr_reads,mr_read_regressions,eligible_workload_p50_ms,eligible_workload_p95_ms,folder
1,mr,failure,majority,fault,399,399,0,0,0,1.0,0.0,798,0,14.071,16.975,20260918T140616Z_b478d129_mr_failure_majority
1,mr,failure,majority,recovery,401,401,0,0,0,1.0,0.0,802,0,13.704,16.766,20260918T140616Z_b478d129_mr_failure_majority
1,mw,normal,weak,overall,1000,1000,0,0,0,1.0,0.0,0,0,26.857,30.373,20260918T140642Z_05fb6051_mw_normal_weak
1,mw,normal,weak,normal,1000,1000,0,0,0,1.0,0.0,0,0,26.857,30.373,20260918T140642Z_05fb6051_mw_normal_weak
1,mw,failure,majority,overall,1000,1000,0,0,0,1.0,0.0,0,0,17.72,21.36,20260918T140709Z_a91fb992_mw_failure_majority
1,mw,failure,majority,normal,199,199,0,0,0,1.0,0.0,0,0,17.552,21.033,20260918T140709Z_a91fb992_mw_failure_majority
1,mw,failure,majority,transition,1,1,0,0,0,1.0,0.0,0,0,540.186,540.186,20260918T140709Z_a91fb992_mw_failure_majority
1,mw,failure,majority,fault,399,399,0,0,0,1.0,0.0,0,0,18.081,22.239,20260918T140709Z_a91fb992_mw_failure_majority
1,mw,failure,majority,recovery,401,401,0,0,0,1.0,0.0,0,0,17.516,20.96,20260918T140709Z_a91fb992_mw_failure_majority
1,mr,normal,majority,overall,1000,1000,1,0,0,1.0,0.001,2000,1,13.85,17.042,20260918T140739Z_59a7a19d_mr_normal_majority
1,mr,normal,majority,normal,1000,1000,1,0,0,1.0,0.001,2000,1,13.85,17.042,20260918T140739Z_59a7a19d_mr_normal_majority
1,mr,partition,weak,overall,1000,999,0,1,0,0.999,0.0,1998,0,10.043,13.249,20260918T140755Z_1cd4b2e0_mr_partition_weak
1,mr,partition,weak,normal,199,199,0,0,0,1.0,0.0,398,0,9.836,12.675,20260918T140755Z_1cd4b2e0_mr_partition_weak
1,mr,partition,weak,transition,1,1,0,0,0,1.0,0.0,2,0,15.876,15.876,20260918T140755Z_1cd4b2e0_mr_partition_weak
1,mr,partition,weak,fault,399,398,0,1,0,0.9974937343358395,0.0,796,0,10.127,12.723,20260918T140755Z_1cd4b2e0_mr_partition_weak
1,mr,partition,weak,recovery,401,401,0,0,0,1.0,0.0,802,0,10.01,13.708,20260918T140755Z_1cd4b2e0_mr_partition_weak
1,mw,normal,majority,overall,1000,1000,0,0,0,1.0,0.0,0,0,17.353,20.715,20260918T140822Z_ffebe90a_mw_normal_majority
